family,cluster_config,load,policy,n_runs,mean_throughput_horizon,sd_throughput_horizon,ci95_low_throughput_horizon,ci95_high_throughput_horizon,mean_p95_wait_time,sd_p95_wait_time,ci95_low_p95_wait_time,ci95_high_p95_wait_time,mean_mean_wait_time,sd_mean_wait_time,ci95_low_mean_wait_time,ci95_high_mean_wait_time,mean_queued_at_horizon,sd_queued_at_horizon,ci95_low_queued_at_horizon,ci95_high_queued_at_horizon,mean_completion_ratio_horizon,sd_completion_ratio_horizon,ci95_low_completion_ratio_horizon,ci95_high_completion_ratio_horizon,mean_time_weighted_cpu_utilization,sd_time_weighted_cpu_utilization,ci95_low_time_weighted_cpu_utilization,ci95_high_time_weighted_cpu_utilization,mean_time_weighted_ram_utilization,sd_time_weighted_ram_utilization,ci95_low_time_weighted_ram_utilization,ci95_high_time_weighted_ram_utilization,mean_time_weighted_queue_length,sd_time_weighted_queue_length,ci95_low_time_weighted_queue_length,ci95_high_time_weighted_queue_length,mean_time_weighted_active_nodes,sd_time_weighted_active_nodes,ci95_low_time_weighted_active_nodes,ci95_high_time_weighted_active_nodes,mean_drained_throughput,sd_drained_throughput,ci95_low_drained_throughput,ci95_high_drained_throughput
adversarial,hetero,high,binpack,10,16.612000000,0.551780955,16.217279712,17.006720288,27.213491423,1.706360180,25.992834972,28.434147874,9.996186002,0.993705136,9.285332222,10.707039782,322.000000000,37.007506746,295.526426382,348.473573618,0.559299262,0.023961720,0.542158082,0.576440443,0.904622629,0.004131201,0.901667346,0.907577912,0.639675661,0.041853961,0.609735143,0.669616180,249.009615221,27.437420846,229.382068149,268.637162293,28.832069178,0.114685952,28.750027796,28.914110560,19.350383826,0.782934844,18.790306018,19.910461633
adversarial,hetero,high,hybrid,10,17.084000000,0.469590838,16.748074975,17.419925025,27.619399124,2.375327686,25.920192183,29.318606066,9.432146422,0.944266888,8.756658632,10.107634213,314.800000000,34.560092592,290.077200872,339.522799128,0.575118083,0.020038414,0.560783466,0.589452699,0.905760561,0.004640318,0.902441077,0.909080044,0.644454833,0.041418769,0.614825633,0.674084034,234.904787823,27.613270476,215.151445513,254.658130132,29.135021898,0.087478728,29.072443391,29.197600406,19.399803394,0.791552229,18.833561081,19.966045706
adversarial,hetero,high,spread,10,17.438000000,0.532703795,17.056926689,17.819073311,28.417184658,2.867809221,26.365677674,30.468691641,8.775515260,0.799458701,8.203616998,9.347413521,307.500000000,30.273751006,285.843464706,329.156535294,0.586803120,0.013654159,0.577035524,0.596570716,0.906309485,0.005385074,0.902457236,0.910161734,0.649958874,0.041384970,0.620353852,0.679563896,217.758277045,25.674398351,199.391920199,236.124633890,29.694830660,0.052694072,29.657135594,29.732525726,19.347968630,0.794916617,18.779319579,19.916617681
adversarial,hetero,high,tetris,10,17.528000000,0.611097374,17.090847305,17.965152695,28.173617590,3.099897894,25.956084384,30.391150797,8.675860357,0.674488936,8.193360073,9.158360640,304.800000000,27.780088793,284.927323064,324.672676936,0.589731991,0.012488812,0.580798033,0.598665948,0.908000696,0.004318207,0.904911637,0.911089755,0.651505296,0.041153387,0.622065938,0.680944653,215.124594629,20.891763088,200.179528701,230.069660557,29.380337278,0.063359428,29.335012677,29.425661880,19.371075476,0.781625662,18.811934201,19.930216752
adversarial,hetero,low,binpack,10,12.806000000,0.606340572,12.372250116,13.239749884,1.779476482,0.452062760,1.456090289,2.102862676,0.238184091,0.090057309,0.173760978,0.302607205,0.000000000,0.000000000,0.000000000,0.000000000,0.794963250,0.015570026,0.783825125,0.806101375,0.675835351,0.025279234,0.657751677,0.693919024,0.389071292,0.025869813,0.370565143,0.407577440,3.849783020,1.497316557,2.778667357,4.920898682,24.495820402,0.590176451,24.073633633,24.918007171,13.107579215,0.621880722,12.662712577,13.552445852
adversarial,hetero,low,hybrid,10,12.806000000,0.606340572,12.372250116,13.239749884,1.880725648,0.462441868,1.549914688,2.211536608,0.220955027,0.074144434,0.167915298,0.273994756,0.000000000,0.000000000,0.000000000,0.000000000,0.794963250,0.015570026,0.783825125,0.806101375,0.675835351,0.025279234,0.657751677,0.693919024,0.389071292,0.025869813,0.370565143,0.407577440,3.571921151,1.237856791,2.686411811,4.457430491,26.688553003,0.858428626,26.074470202,27.302635805,13.107579215,0.621880722,12.662712577,13.552445852
adversarial,hetero,low,spread,10,12.806000000,0.606340572,12.372250116,13.239749884,1.975793564,0.486827000,1.627538532,2.324048595,0.231492616,0.073825082,0.178681337,0.284303895,0.000000000,0.000000000,0.000000000,0.000000000,0.794963250,0.015570026,0.783825125,0.806101375,0.675835351,0.025279234,0.657751677,0.693919024,0.389071292,0.025869813,0.370565143,0.407577440,3.735277761,1.215671762,2.865638633,4.604916888,29.433256940,0.097860420,29.363251817,29.503262062,13.107579215,0.621880722,12.662712577,13.552445852
adversarial,hetero,low,tetris,10,12.806000000,0.606340572,12.372250116,13.239749884,1.942740444,0.463552430,1.611135036,2.274345852,0.235948001,0.083043282,0.176542420,0.295353582,0.000000000,0.000000000,0.000000000,0.000000000,0.794963250,0.015570026,0.783825125,0.806101375,0.675835351,0.025279234,0.657751677,0.693919024,0.389071292,0.025869813,0.370565143,0.407577440,3.822150916,1.405571098,2.816665997,4.827635836,28.524990946,0.361103961,28.266672752,28.783309139,13.107579215,0.621880722,12.662712577,13.552445852
adversarial,hetero,med,binpack,10,15.914000000,0.671849851,15.433387604,16.394612396,10.947958904,2.054018654,9.478602580,12.417315227,3.932280073,0.722371057,3.415526985,4.449033160,57.300000000,47.109918748,23.599596709,91.000403291,0.692258640,0.024106526,0.675013872,0.709503408,0.887173399,0.004125028,0.884222532,0.890124265,0.534651717,0.036020016,0.508884551,0.560418882,89.338596180,17.486901605,76.829221253,101.847971108,28.480538787,0.148503583,28.374305731,28.586771843,18.275091472,0.735905910,17.748656135,18.801526809
adversarial,hetero,med,hybrid,10,15.946000000,0.680656546,15.459087674,16.432912326,10.762997352,1.991290125,9.338514312,12.187480393,3.713476737,0.690699733,3.219379948,4.207573526,53.200000000,45.805870560,20.432456519,85.967543481,0.693628281,0.023899841,0.676531366,0.710725196,0.889397383,0.005633652,0.885367312,0.893427454,0.534273003,0.035974685,0.508538265,0.560007740,84.421380656,16.901580377,72.330719282,96.512042030,28.875528468,0.113722347,28.794176408,28.956880528,18.298053687,0.717149750,17.785035697,18.811071676
adversarial,hetero,med,spread,10,15.894000000,0.682742834,15.405595234,16.382404766,11.000810772,1.736185843,9.758818329,12.242803215,3.632556449,0.596217866,3.206047912,4.059064986,58.900000000,47.115578929,25.195547660,92.604452340,0.691303962,0.021961390,0.675593731,0.707014193,0.886580127,0.006849253,0.881680467,0.891479787,0.533665855,0.036516550,0.507543491,0.559788219,82.316825403,14.381275980,72.029081054,92.604569752,29.603279858,0.068502294,29.554276272,29.652283444,18.259368838,0.757503732,17.717483351,18.801254325
adversarial,hetero,med,tetris,10,15.918000000,0.710896148,15.409455568,16.426544432,10.849566033,1.904331128,9.487289708,12.211842359,3.597376954,0.622936009,3.151755410,4.042998498,56.200000000,46.846795218,22.687823930,89.712176070,0.692353126,0.023728237,0.675378969,0.709327283,0.887202129,0.004611355,0.883903365,0.890500894,0.532870800,0.036210472,0.506967390,0.558774209,81.646684901,15.077604702,70.860817029,92.432552774,29.194438462,0.082367257,29.135516480,29.253360444,18.284249247,0.716603820,17.771621792,18.796876702
adversarial,homog,high,binpack,10,17.444000000,0.200842669,17.300325820,17.587674180,26.412897723,1.917879629,25.040929384,27.784866061,8.999323898,0.903389324,8.353078152,9.645569643,302.200000000,30.385669137,280.463403305,323.936596695,0.582805728,0.018011308,0.569921215,0.595690241,0.931109150,0.004129675,0.928154958,0.934063341,0.670996615,0.013894832,0.661056851,0.680936378,229.118854656,24.429433553,211.643091913,246.594617399,28.569803197,0.107230805,28.493094905,28.646511489,19.776750210,0.161384247,19.661302883,19.892197537
adversarial,homog,high,hybrid,10,17.494000000,0.209348195,17.344241334,17.643758666,26.389807230,2.162332151,24.842968104,27.936646355,8.970032890,0.878248902,8.341771518,9.598294262,301.000000000,29.495762408,279.900004183,322.099995817,0.584441730,0.016902800,0.572350196,0.596533264,0.930742138,0.003786588,0.928033376,0.933450900,0.671228396,0.014024034,0.661196207,0.681260585,228.498599465,23.964399244,211.355502203,245.641696728,29.176989606,0.075897640,29.122695709,29.231283503,19.771577414,0.162843091,19.655086493,19.888068336
adversarial,homog,high,spread,10,17.008000000,0.355052422,16.754010816,17.261989184,26.508009313,1.466502632,25.458936603,27.557082023,9.483960805,1.056965977,8.727852948,10.240068661,308.800000000,36.325075514,282.814608241,334.785391759,0.568358445,0.023508246,0.551541661,0.585175230,0.923655448,0.004229315,0.920629979,0.926680918,0.668334177,0.012790446,0.659184444,0.677483910,241.194534383,27.573383062,221.469725809,260.919342958,29.701083374,0.051207753,29.664451557,29.737715192,19.722251953,0.155350966,19.611120575,19.833383331
adversarial,homog,high,tetris,10,17.788000000,0.409465777,17.495085850,18.080914150,26.885127006,3.005168206,24.735359331,29.034894681,8.039444488,0.519795192,7.667605435,8.411283542,309.500000000,22.618822054,293.319470603,325.680529397,0.593980648,0.008112217,0.588177518,0.599783778,0.913952709,0.004924865,0.910429673,0.917475745,0.677981156,0.016385093,0.666259967,0.689702344,196.310510405,15.198225502,185.438355616,207.182665194,29.377291773,0.067779271,29.328805407,29.425778139,19.605855739,0.202530466,19.460974182,19.750737296
adversarial,homog,low,binpack,10,12.936000000,0.445201577,12.617522000,13.254478000,1.284855972,0.424498989,0.981187710,1.588524233,0.142531630,0.059621252,0.099881159,0.185182102,0.000000000,0.000000000,0.000000000,0.000000000,0.796472851,0.015816056,0.785158727,0.807786976,0.677147353,0.024357268,0.659723214,0.694571491,0.405189272,0.014484670,0.394827564,0.415550981,2.320314003,0.965114484,1.629912742,3.010715264,23.869936020,0.676568304,23.385948246,24.353923793,13.219980722,0.441108453,12.904430767,13.535530678
adversarial,homog,low,hybrid,10,12.936000000,0.445201577,12.617522000,13.254478000,1.373589869,0.442466252,1.057068603,1.690111136,0.155365371,0.062102578,0.110939866,0.199790875,0.000000000,0.000000000,0.000000000,0.000000000,0.796472851,0.015816056,0.785158727,0.807786976,0.677147353,0.024357268,0.659723214,0.694571491,0.405189272,0.014484670,0.394827564,0.415550981,2.528154970,1.005348413,1.808972091,3.247337849,28.285158524,0.152077426,28.176368894,28.393948153,13.219980722,0.441108453,12.904430767,13.535530678
adversarial,homog,low,spread,10,12.936000000,0.445201577,12.617522000,13.254478000,1.581065311,0.431198652,1.272604400,1.889526222,0.197117306,0.072902985,0.144965655,0.249268956,0.000000000,0.000000000,0.000000000,0.000000000,0.796472851,0.015816056,0.785158727,0.807786976,0.677147353,0.024357268,0.659723214,0.694571491,0.405189272,0.014484670,0.394827564,0.415550981,3.206279677,1.186512490,2.357499834,4.055059519,29.444758204,0.095059195,29.376756957,29.512759451,13.219980722,0.441108453,12.904430767,13.535530678
adversarial,homog,low,tetris,10,12.936000000,0.445201577,12.617522000,13.254478000,2.251640165,0.563151369,1.848785973,2.654494356,0.284732471,0.093748215,0.217669042,0.351795899,0.000000000,0.000000000,0.000000000,0.000000000,0.796472851,0.015816056,0.785158727,0.807786976,0.677147353,0.024357268,0.659723214,0.694571491,0.405189272,0.014484670,0.394827564,0.415550981,4.645335502,1.565462801,3.525470957,5.765200048,28.829802180,0.122452417,28.742205004,28.917399356,13.219980722,0.441108453,12.904430767,13.535530678
adversarial,homog,med,binpack,10,16.330000000,0.253552537,16.148619455,16.511380545,9.664350263,1.966014426,8.257948367,11.070752159,3.298196204,0.665657338,2.822013665,3.774378743,29.400000000,35.569025226,3.955453997,54.844546003,0.708036668,0.023684776,0.691093601,0.724979735,0.904010804,0.007664732,0.898527785,0.909493822,0.558944518,0.012200482,0.550216820,0.567672217,75.995099356,16.829122417,63.956271280,88.033927431,28.134037083,0.136247347,28.036571610,28.231502557,18.535879488,0.375916863,18.266964784,18.804794192
adversarial,homog,med,hybrid,10,16.326000000,0.247125699,16.149216937,16.502783063,9.701143310,1.888744314,8.350017118,11.052269502,3.291823309,0.643510406,2.831483729,3.752162888,29.800000000,36.416723875,3.749046958,55.850953042,0.707828078,0.022345723,0.691842912,0.723813244,0.904243313,0.008047932,0.898486170,0.910000456,0.559293285,0.012592050,0.550285476,0.568301094,75.864252633,16.398501814,64.133471957,87.595033309,28.930086488,0.098666932,28.859504422,29.000668554,18.561253001,0.398177278,18.276414156,18.846091846
adversarial,homog,med,spread,10,16.194000000,0.236276674,16.024977862,16.363022138,10.238192275,2.168888694,8.686662880,11.789721669,3.612220072,0.704556416,3.108210811,4.116229334,39.500000000,43.159265775,8.625723393,70.374276607,0.702178789,0.024464742,0.684677768,0.719679810,0.897951695,0.005854968,0.893763304,0.902140086,0.558300503,0.011981426,0.549729508,0.566871498,82.929901008,17.555378070,70.371540973,95.488261043,29.611408387,0.066570079,29.563787025,29.659029749,18.481351259,0.353421786,18.228528562,18.734173956
adversarial,homog,med,tetris,10,15.962000000,0.190076008,15.826027825,16.097972175,11.088716295,1.998313461,9.659209064,12.518223527,3.627118380,0.620887099,3.182962538,4.071274222,53.600000000,47.479118217,19.635487338,87.564512662,0.692077753,0.021976860,0.676356455,0.707799050,0.883641911,0.004388868,0.880502304,0.886781518,0.551850032,0.010358961,0.544439679,0.559260386,82.800731535,15.418563231,71.770956641,93.830506429,29.190479305,0.088113053,29.127447029,29.253511581,18.333335775,0.308108577,18.112928192,18.553743357
balanced,hetero,high,binpack,10,18.700000000,0.828063336,18.107639216,19.292360784,18.813473761,1.696229900,17.600064075,20.026883446,6.805543535,1.228269227,5.926892725,7.684194346,321.600000000,51.262288500,284.929170545,358.270829455,0.629243086,0.023867197,0.612169523,0.646316649,0.880187011,0.011290152,0.872110524,0.888263499,0.507425801,0.034474738,0.482764061,0.532087541,150.299411622,28.169691086,130.148030015,170.450793229,28.077966057,0.204012094,27.932024607,28.223907507,18.709673131,0.751022080,18.172424338,19.246921924
balanced,hetero,high,hybrid,10,18.798000000,0.788666948,18.233821693,19.362178307,19.077277954,1.761082931,17.817475209,20.337080700,6.653842573,1.161998948,5.822598660,7.485086485,315.900000000,47.631572162,281.826428363,349.973571637,0.632529248,0.022001280,0.616790482,0.648268014,0.879352402,0.011544048,0.871094288,0.887610516,0.506932750,0.034266116,0.482420249,0.531445251,146.268073244,26.342204030,127.423997029,165.112149459,28.223357592,0.220999305,28.065264224,28.381450960,18.686379949,0.734564618,18.160904114,19.211855783
balanced,hetero,high,spread,10,18.810000000,0.839589847,18.209393648,19.410606352,19.144462301,1.866667722,17.809128751,20.479795851,6.637885654,1.190069156,5.786561526,7.489209783,314.800000000,48.361600929,280.204197281,349.395802719,0.632888093,0.022664442,0.616674929,0.649101257,0.879636601,0.011941391,0.871094246,0.888178957,0.507111161,0.034566918,0.482383480,0.531838843,145.935492643,26.636508078,126.880884010,164.990101276,29.672496521,0.057745290,29.631188032,29.713805010,18.689121189,0.752065661,18.151125864,19.227116515
balanced,hetero,high,tetris,10,18.826000000,0.871221365,18.202765825,19.449234175,18.578293118,1.918062351,17.206194067,19.950392168,6.676096286,1.115759220,5.877930280,7.474262292,314.600000000,45.360776007,282.150857958,347.049142042,0.633367759,0.022139788,0.617529909,0.649205608,0.878913001,0.010242494,0.871585963,0.886240040,0.506732851,0.034966556,0.481719285,0.531746417,146.137356756,24.778330464,128.412008216,163.862705296,28.606707822,0.212987014,28.454346102,28.759069543,18.672952394,0.760565662,18.128876534,19.217028254
balanced,hetero,low,binpack,10,12.806000000,0.606340572,12.372250116,13.239749884,0.000000000,0.000000000,0.000000000,0.000000000,0.000416492,0.001317062,-0.000525678,0.001358661,0.000000000,0.000000000,0.000000000,0.000000000,0.794963250,0.015570026,0.783825125,0.806101375,0.632377511,0.023470193,0.615587948,0.649167074,0.364407907,0.025439075,0.346209891,0.382605924,0.007321924,0.023153955,-0.009241417,0.023885264,22.744617624,0.845306517,22.139921812,23.349313435,13.107579215,0.621880722,12.662712577,13.552445852
balanced,hetero,low,hybrid,10,12.806000000,0.606340572,12.372250116,13.239749884,0.000000000,0.000000000,0.000000000,0.000000000,0.000904912,0.002861582,-0.001142141,0.002951964,0.000000000,0.000000000,0.000000000,0.000000000,0.794963250,0.015570026,0.783825125,0.806101375,0.632335909,0.023393073,0.615601514,0.649070303,0.364386128,0.025451323,0.346179349,0.382592906,0.015908349,0.050306616,-0.020078834,0.051895531,25.786853491,0.737393696,25.259353856,26.314353126,13.107579215,0.621880722,12.662712577,13.552445852
balanced,hetero,low,spread,10,12.806000000,0.606340572,12.372250116,13.239749884,0.000000000,0.000000000,0.000000000,0.000000000,0.000305424,0.000965836,-0.000385493,0.000996341,0.000000000,0.000000000,0.000000000,0.000000000,0.794963250,0.015570026,0.783825125,0.806101375,0.632388204,0.023490094,0.615584405,0.649192004,0.364413505,0.025435956,0.346217720,0.382609291,0.005369356,0.016979394,-0.006776970,0.017515682,29.379080628,0.106033775,29.303228641,29.454932616,13.107579215,0.621880722,12.662712577,13.552445852
balanced,hetero,low,tetris,10,12.806000000,0.606340572,12.372250116,13.239749884,0.000000000,0.000000000,0.000000000,0.000000000,0.000303368,0.000959335,-0.000382899,0.000989635,0.000000000,0.000000000,0.000000000,0.000000000,0.794963250,0.015570026,0.783825125,0.806101375,0.632385182,0.023484466,0.615585408,0.649184956,0.364411923,0.025436836,0.346215508,0.382608338,0.005333217,0.016865113,-0.006731357,0.017397791,27.249981734,0.391130669,26.970183728,27.529779739,13.107579215,0.621880722,12.662712577,13.552445852
balanced,hetero,med,binpack,10,17.486000000,0.794763417,16.917460542,18.054539458,4.316345662,1.731406026,3.077772494,5.554918831,1.177006901,0.454198816,0.852092665,1.501921137,58.700000000,27.337601293,39.143859530,78.256140470,0.760327617,0.018154463,0.747340697,0.773314537,0.849437346,0.011921719,0.840909062,0.857965630,0.489851591,0.035948596,0.464135516,0.515567665,24.966820323,9.594396386,18.103403104,31.830237543,27.370235329,0.377436006,27.100233895,27.640236763,17.664945213,0.629312499,17.214762203,18.115128223
balanced,hetero,med,hybrid,10,17.450000000,0.752196783,16.911910876,17.988089124,4.521127007,2.023855909,3.073347810,5.968906205,1.250403426,0.457406127,0.923194818,1.577612034,59.900000000,24.428808130,42.424684657,77.375315343,0.758789551,0.015948715,0.747380528,0.770198574,0.846737447,0.012136565,0.838055472,0.855419422,0.488272627,0.035523779,0.462860448,0.513684806,26.523451931,9.634793652,19.631136251,33.415767612,27.631029368,0.273025618,27.435718621,27.826340115,17.647776194,0.617044729,17.206369018,18.089183370
balanced,hetero,med,spread,10,17.460000000,0.767390962,16.911041615,18.008958385,4.420826682,1.823845184,3.116126528,5.725526835,1.241846713,0.437779656,0.928678036,1.555015391,60.700000000,24.908945292,42.881215247,78.518784753,0.759215975,0.016903495,0.747123944,0.771308006,0.846909685,0.011665473,0.838564709,0.855254661,0.488357856,0.035282508,0.463118272,0.513597440,26.336085747,9.288289802,19.691643970,32.980527523,29.573535987,0.070858326,29.522846998,29.624224976,17.631002838,0.622660943,17.185578064,18.076427612
balanced,hetero,med,tetris,10,17.454000000,0.774140383,16.900213370,18.007786630,4.510745001,1.901256674,3.150668007,5.870821995,1.249623243,0.444648068,0.931541200,1.567705286,60.100000000,24.496938584,42.575947070,77.624052930,0.758930850,0.016257487,0.747300945,0.770560755,0.846719983,0.011961582,0.838163184,0.855276783,0.488248952,0.035332435,0.462973653,0.513524252,26.497158966,9.402661424,19.770900666,33.223417266,28.149708801,0.273408355,27.954124260,28.345293341,17.624897546,0.647626998,17.161613134,18.088181958
balanced,homog,high,binpack,10,19.318000000,0.258792066,19.132871322,19.503128678,15.978591551,1.778590209,14.706264854,17.250918249,6.032479613,0.997219946,5.319111489,6.745847737,294.400000000,43.135960765,263.542394792,325.257605208,0.645398814,0.020027930,0.631071697,0.659725931,0.905176138,0.005427216,0.901293742,0.909058535,0.543105683,0.003256330,0.540776245,0.545435121,137.245594239,23.182500024,120.661833943,153.829354536,27.793348299,0.169185766,27.672320102,27.914376496,19.389425214,0.212954789,19.237086546,19.541763882
balanced,homog,high,hybrid,10,19.354000000,0.232484169,19.187690856,19.520309144,16.145203408,1.407250856,15.138516863,17.151889954,6.010953254,0.939126019,5.339143019,6.682763489,291.200000000,42.294733058,260.944172798,321.455827202,0.646577616,0.018807469,0.633123564,0.660031668,0.901610367,0.006096820,0.897248965,0.905971769,0.540966220,0.003658092,0.538349379,0.543583061,135.440350669,20.909936451,120.482284302,150.398417037,28.594353904,0.142161151,28.492657950,28.696049858,19.320435872,0.168866072,19.199636370,19.441235375
balanced,homog,high,spread,10,19.372000000,0.177438565,19.245068106,19.498931894,16.501811776,1.412865882,15.491108484,17.512515069,5.967473412,0.959205740,5.281299011,6.653647813,289.700000000,39.177799836,261.673892343,317.726107657,0.647159714,0.017368696,0.634734898,0.659584530,0.900886409,0.006032797,0.896570806,0.905202011,0.540531845,0.003619678,0.537942484,0.543121207,134.463738056,21.608431366,119.005998564,149.921477549,29.701083374,0.051207753,29.664451557,29.737715192,19.274617521,0.165578013,19.156170154,19.393064888
balanced,homog,high,tetris,10,19.372000000,0.177438565,19.245068106,19.498931894,16.501811776,1.412865882,15.491108484,17.512515069,5.967473412,0.959205740,5.281299011,6.653647813,289.700000000,39.177799836,261.673892343,317.726107657,0.647159714,0.017368696,0.634734898,0.659584530,0.900886409,0.006032797,0.896570806,0.905202011,0.540531845,0.003619678,0.537942484,0.543121207,134.463738056,21.608431366,119.005998564,149.921477549,29.701083374,0.051207753,29.664451557,29.737715192,19.274617521,0.165578013,19.156170154,19.393064888
balanced,homog,low,binpack,10,12.936000000,0.445201577,12.617522000,13.254478000,0.000000000,0.000000000,0.000000000,0.000000000,0.000163029,0.000515544,-0.000205769,0.000531828,0.000000000,0.000000000,0.000000000,0.000000000,0.796472851,0.015816056,0.785158727,0.807786976,0.631743697,0.024196235,0.614434755,0.649052639,0.379046218,0.014517741,0.368660853,0.389431584,0.002849754,0.009011713,-0.003596837,0.009296345,21.229636257,0.659070928,20.758165351,21.701107163,13.219980722,0.441108453,12.904430767,13.535530678
balanced,homog,low,hybrid,10,12.936000000,0.445201577,12.617522000,13.254478000,0.000000000,0.000000000,0.000000000,0.000000000,0.000364645,0.001153110,-0.000460240,0.001189530,0.000000000,0.000000000,0.000000000,0.000000000,0.796472851,0.015816056,0.785158727,0.807786976,0.631725336,0.024163253,0.614439987,0.649010685,0.379035202,0.014497952,0.368663992,0.389406411,0.006374000,0.020156358,-0.008044989,0.020792989,27.331367321,0.241104235,27.158891754,27.503842888,13.219980722,0.441108453,12.904430767,13.535530678
balanced,homog,low,spread,10,12.936000000,0.445201577,12.617522000,13.254478000,0.000000000,0.000000000,0.000000000,0.000000000,0.001051808,0.003326109,-0.001327547,0.003431163,0.000000000,0.000000000,0.000000000,0.000000000,0.796472851,0.015816056,0.785158727,0.807786976,0.631660728,0.024047955,0.614457858,0.648863597,0.378996437,0.014428773,0.368674715,0.389318158,0.018385605,0.058140386,-0.023205519,0.059976729,29.444869124,0.095100113,29.376838607,29.512899641,13.219980722,0.441108453,12.904430767,13.535530678
balanced,homog,low,tetris,10,12.936000000,0.445201577,12.617522000,13.254478000,0.000000000,0.000000000,0.000000000,0.000000000,0.001051808,0.003326109,-0.001327547,0.003431163,0.000000000,0.000000000,0.000000000,0.000000000,0.796472851,0.015816056,0.785158727,0.807786976,0.631660728,0.024047955,0.614457858,0.648863597,0.378996437,0.014428773,0.368674715,0.389318158,0.018385605,0.058140386,-0.023205519,0.059976729,29.444869124,0.095100113,29.376838607,29.512899641,13.219980722,0.441108453,12.904430767,13.535530678
balanced,homog,med,binpack,10,17.992000000,0.295176030,17.780843803,18.203156197,2.492054844,1.514876527,1.408377537,3.575732152,0.634408936,0.420026555,0.333940061,0.934877811,30.600000000,28.975852015,9.871925646,51.328074354,0.779891199,0.018568018,0.766608440,0.793173958,0.872933847,0.014272875,0.862723648,0.883144046,0.523760308,0.008563725,0.517634189,0.529886428,14.002426507,9.245735895,7.388425960,20.616427054,27.039265097,0.284775738,26.835548821,27.242981373,18.258645089,0.298668532,18.044990508,18.472299671
balanced,homog,med,hybrid,10,17.878000000,0.316992814,17.651237017,18.104762983,3.217071325,1.877070783,1.874295874,4.559846776,0.809037414,0.436951458,0.496461194,1.121613635,36.700000000,27.848997588,16.778028685,56.621971315,0.774927780,0.018169248,0.761930284,0.787925276,0.864397276,0.014304540,0.854164426,0.874630127,0.518638366,0.008582724,0.512498656,0.524778076,17.682682840,9.505171228,10.883093449,24.482272231,28.178362020,0.156733089,28.066241931,28.290482109,18.079945961,0.282099574,17.878144097,18.281747825
balanced,homog,med,spread,10,17.878000000,0.318391792,17.650236249,18.105763751,3.048683672,1.574291638,1.922503358,4.174863986,0.802445145,0.442228238,0.486094144,1.118796146,35.800000000,27.647784721,16.021967688,55.578032312,0.774915972,0.017650918,0.762289267,0.787542678,0.864882860,0.013593223,0.855158855,0.874606865,0.518929716,0.008155934,0.513095313,0.524764119,17.514075067,9.513493021,10.708532625,24.319617510,29.611408387,0.066570079,29.563787025,29.659029749,18.084981245,0.278337347,17.885870716,18.284091774
balanced,homog,med,tetris,10,17.878000000,0.318391792,17.650236249,18.105763751,3.048683672,1.574291638,1.922503358,4.174863986,0.802445145,0.442228238,0.486094144,1.118796146,35.800000000,27.647784721,16.021967688,55.578032312,0.774915972,0.017650918,0.762289267,0.787542678,0.864882860,0.013593223,0.855158855,0.874606865,0.518929716,0.008155934,0.513095313,0.524764119,17.514075067,9.513493021,10.708532625,24.319617510,29.611408387,0.066570079,29.563787025,29.659029749,18.084981245,0.278337347,17.885870716,18.284091774
bimodal,hetero,high,binpack,10,20.464000000,0.879888882,19.834565457,21.093434543,16.650693990,2.562290072,14.817742223,18.483645756,4.417091986,0.631078814,3.965645431,4.868538542,203.500000000,24.636242498,185.876295060,221.123704940,0.688278926,0.012501080,0.679336192,0.697221659,0.906273168,0.008788913,0.899985960,0.912560377,0.603530946,0.040616775,0.574475458,0.632586435,102.484634442,15.885247710,91.121013607,113.848255277,28.109841141,0.254199748,27.927997609,28.291684673,19.092755664,0.708782565,18.585723198,19.599788130
bimodal,hetero,high,hybrid,10,20.594000000,0.910972618,19.942329493,21.245670507,16.608326290,2.728472368,14.656494878,18.560157701,4.171474134,0.620515218,3.727584319,4.615363948,196.700000000,26.662708040,177.626649045,215.773350955,0.692635174,0.013686425,0.682844496,0.702425853,0.909059446,0.009654474,0.902153052,0.915965839,0.607304938,0.038411052,0.579827329,0.634782547,96.013987905,15.158887174,85.169974059,106.858001751,28.682320844,0.200588849,28.538828235,28.825813452,19.039110691,0.809224970,18.460226062,19.617995320
bimodal,hetero,high,spread,10,20.640000000,0.948730145,19.961319387,21.318680613,16.618150219,2.627414581,14.738611189,18.497689249,4.192418795,0.617927362,3.750380221,4.634457369,194.200000000,24.507595195,176.668323790,211.731676210,0.694135141,0.013722119,0.684318929,0.703951353,0.909058486,0.009128766,0.902528160,0.915588812,0.609519148,0.039906835,0.580971521,0.638066776,96.549892516,14.826275115,85.943814986,107.155970047,29.678798466,0.057835350,29.637425551,29.720171380,19.071009639,0.721012970,18.555228068,19.586791209
bimodal,hetero,high,tetris,10,20.656000000,0.948627078,19.977393117,21.334606883,17.143070225,2.852987852,15.102165809,19.183974641,4.088180588,0.557273177,3.689531400,4.486829775,194.600000000,23.721532647,177.630639022,211.569360978,0.694673000,0.013425213,0.685069182,0.704276818,0.908771383,0.010725236,0.901099011,0.916443754,0.610391341,0.038629730,0.582757299,0.638025383,93.729872855,13.413283352,84.134588668,103.325157042,29.114325069,0.142685419,29.012254077,29.216396062,19.073988276,0.811347546,18.493585248,19.654391304
