family,load,policy,n_runs,n_seed_blocks,mean_throughput_horizon,sd_throughput_horizon,ci95_low_throughput_horizon,ci95_high_throughput_horizon,mean_p95_wait_time,sd_p95_wait_time,ci95_low_p95_wait_time,ci95_high_p95_wait_time,mean_mean_wait_time,sd_mean_wait_time,ci95_low_mean_wait_time,ci95_high_mean_wait_time,mean_queued_at_horizon,sd_queued_at_horizon,ci95_low_queued_at_horizon,ci95_high_queued_at_horizon,mean_completion_ratio_horizon,sd_completion_ratio_horizon,ci95_low_completion_ratio_horizon,ci95_high_completion_ratio_horizon,mean_time_weighted_cpu_utilization,sd_time_weighted_cpu_utilization,ci95_low_time_weighted_cpu_utilization,ci95_high_time_weighted_cpu_utilization,mean_time_weighted_ram_utilization,sd_time_weighted_ram_utilization,ci95_low_time_weighted_ram_utilization,ci95_high_time_weighted_ram_utilization,mean_time_weighted_queue_length,sd_time_weighted_queue_length,ci95_low_time_weighted_queue_length,ci95_high_time_weighted_queue_length,mean_time_weighted_active_nodes,sd_time_weighted_active_nodes,ci95_low_time_weighted_active_nodes,ci95_high_time_weighted_active_nodes,mean_drained_throughput,sd_drained_throughput,ci95_low_drained_throughput,ci95_high_drained_throughput
drift,med,hybrid,20,10,15.723000000,0.563206100,15.320106627,16.125893373,11.206527107,1.896660799,9.849737706,12.563316507,4.359378492,0.873353590,3.734618970,4.984138014,101.100000000,42.156981760,70.942711964,131.257288036,0.683093543,0.035616307,0.657615172,0.708571914,0.883737029,0.009805466,0.876722621,0.890751436,0.396296208,0.026352267,0.377444932,0.415147484,94.859430125,19.460610352,80.938148116,108.780712134,29.314527836,0.092479377,29.248372075,29.380683597,17.295546202,0.350154118,17.045061036,17.546031369
drift,med,spread,20,10,15.572000000,0.531701671,15.191643538,15.952356462,10.980702548,1.737447791,9.737807271,12.223597824,4.480973080,0.930819274,3.815105084,5.146841076,106.300000000,44.253185698,74.643178000,137.956822000,0.676696660,0.037660693,0.649755824,0.703637497,0.883539395,0.010575327,0.875974262,0.891104528,0.393803709,0.025314875,0.375694539,0.411912880,97.542448590,20.933315048,82.567657105,112.517240074,29.597566914,0.066702795,29.549850609,29.645283219,17.270017334,0.283998424,17.066857100,17.473177568
drift,med,tetris,20,10,15.717000000,0.594419418,15.291777964,16.142222036,11.566162304,1.852766733,10.240772827,12.891551782,4.359021115,0.915436591,3.704157228,5.013885002,99.700000000,43.169691014,68.818263405,130.581736595,0.682856371,0.036875322,0.656477355,0.709235388,0.883694265,0.009504396,0.876895229,0.890493300,0.398017674,0.028378860,0.377716660,0.418318687,94.999517405,20.382763435,80.418566819,109.580467990,29.432723618,0.081051774,29.374742671,29.490704565,17.337718951,0.339678961,17.094727260,17.580710641
pred_error,high,binpack,20,10,13.799000000,0.394277116,13.516951142,14.081048858,18.803294546,2.594274729,16.947462203,20.659126890,5.688252153,1.061736542,4.928731585,6.447772721,195.200000000,32.937820207,171.637702848,218.762297152,0.653405973,0.022759622,0.637124720,0.669687225,0.900969218,0.004724853,0.897589262,0.904349174,0.226604315,0.011516551,0.218365870,0.234842759,90.363221211,17.147591429,78.096573262,102.629869160,27.945999317,0.142196849,27.844277819,28.047720816,13.502779116,0.253122793,13.321705978,13.683852254
pred_error,high,hybrid,20,10,13.803000000,0.365149893,13.541787502,14.064212498,19.413517802,2.833740270,17.386382130,21.440653474,5.680804601,1.047164302,4.931708385,6.429900816,195.900000000,32.724268942,172.490468220,219.309531780,0.653638932,0.022319247,0.637672704,0.669605159,0.897056309,0.004848487,0.893587911,0.900524707,0.226629885,0.011070032,0.218710862,0.234548909,89.847435370,16.527827682,78.024139698,101.670731043,29.201987554,0.079772392,29.144921822,29.259053285,13.439830974,0.284607345,13.236235144,13.643426804
pred_error,high,spread,20,10,13.765000000,0.370262670,13.500130042,14.029869958,19.089655971,2.963691089,16.969559083,21.209752859,5.682437760,1.036255126,4.941145500,6.423730020,196.950000000,32.806207069,173.481853215,220.418146785,0.651813358,0.022232425,0.635909239,0.667717477,0.898988743,0.004815093,0.895544232,0.902433253,0.226214747,0.011120812,0.218259398,0.234170097,90.095410907,16.729872776,78.127580881,102.063240933,29.559578163,0.077529331,29.504117021,29.615039306,13.477844305,0.298463887,13.264336103,13.691352508
pred_error,high,tetris,20,10,13.795000000,0.370142615,13.530215924,14.059784076,19.594766398,2.522838560,17.790036411,21.399496384,5.697699836,1.058585637,4.940433290,6.454966382,195.350000000,34.243450306,170.853711340,219.846288660,0.653258915,0.022548721,0.637128532,0.669389298,0.896288006,0.004819912,0.892840049,0.899735964,0.226439032,0.011116900,0.218486480,0.234391583,90.042880324,16.904740088,77.949957758,102.135802889,29.360051882,0.086900254,29.297887185,29.422216579,13.426301417,0.269260420,13.233684116,13.618918718
pred_error,low,binpack,20,10,8.947000000,0.399417632,8.661273839,9.232726161,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.792878457,0.013582166,0.783162361,0.802594553,0.627309455,0.026861397,0.608093969,0.646524941,0.151381375,0.007962284,0.145685500,0.157077250,0.000000000,0.000000000,0.000000000,0.000000000,22.019224635,0.881806625,21.388418176,22.650031094,9.219840412,0.404854590,8.930224885,9.509455939
pred_error,low,hybrid,20,10,8.947000000,0.399417632,8.661273839,9.232726161,0.000000000,0.000000000,0.000000000,0.000000000,0.000559576,0.001182099,-0.000286046,0.001405199,0.000000000,0.000000000,0.000000000,0.000000000,0.792878457,0.013582166,0.783162361,0.802594553,0.627305107,0.026860074,0.608090568,0.646519646,0.151380723,0.007962395,0.145684769,0.157076677,0.006409140,0.013669556,-0.003369471,0.016187751,28.458265776,0.188844778,28.323174360,28.593357192,9.219840412,0.404854590,8.930224885,9.509455939
pred_error,low,spread,20,10,8.947000000,0.399417632,8.661273839,9.232726161,0.000000000,0.000000000,0.000000000,0.000000000,0.000009806,0.000031009,-0.000012376,0.000031988,0.000000000,0.000000000,0.000000000,0.000000000,0.792878457,0.013582166,0.783162361,0.802594553,0.627309455,0.026861397,0.608093969,0.646524941,0.151381375,0.007962284,0.145685500,0.157077250,0.000113747,0.000359700,-0.000143567,0.000371061,29.183259750,0.145303422,29.079315944,29.287203556,9.219840412,0.404854590,8.930224885,9.509455939
pred_error,low,tetris,20,10,8.947000000,0.399417632,8.661273839,9.232726161,0.000000000,0.000000000,0.000000000,0.000000000,0.000751807,0.000961135,0.000064252,0.001439361,0.000000000,0.000000000,0.000000000,0.000000000,0.792878457,0.013582166,0.783162361,0.802594553,0.627291219,0.026860076,0.608076678,0.646505760,0.151378640,0.007960387,0.145684122,0.157073157,0.008535629,0.010933565,0.000714228,0.016357030,28.768582499,0.176524968,28.642304144,28.894860854,9.219840412,0.404854590,8.930224885,9.509455939
pred_error,med,binpack,20,10,12.504000000,0.381202775,12.231303962,12.776696038,3.810897074,1.501664536,2.736670978,4.885123170,0.871619955,0.489745296,0.521277276,1.221962635,29.800000000,22.221361094,13.903795881,45.696204119,0.768574800,0.023649596,0.751656898,0.785492702,0.859070011,0.020101937,0.844689951,0.873450070,0.208635295,0.009849836,0.201589146,0.215681443,13.276374510,7.327352122,8.034702567,18.518046453,27.183223795,0.310386944,26.961186351,27.405261239,12.640136156,0.332791873,12.402071191,12.878201120
pred_error,med,hybrid,20,10,12.440000000,0.371423687,12.174299500,12.705700500,4.685689313,1.882248476,3.339209867,6.032168759,1.024408763,0.521377197,0.651437984,1.397379541,32.500000000,21.499353995,17.120288646,47.879711354,0.764621838,0.022317258,0.748657033,0.780586643,0.852212160,0.018625474,0.838888299,0.865536021,0.207666981,0.009674091,0.200746553,0.214587410,15.480579410,7.776483635,9.917618137,21.043540682,28.913493348,0.142675951,28.811429121,29.015557574,12.527964593,0.303663560,12.310736768,12.745192417
pred_error,med,spread,20,10,12.466000000,0.381814382,12.192866445,12.739133555,4.303142229,1.653987149,3.119951100,5.486333359,0.948912860,0.502741864,0.589272996,1.308552725,31.900000000,21.820988877,16.290204912,47.509795088,0.766211015,0.023233298,0.749590915,0.782831116,0.855696597,0.019652002,0.841638402,0.869754793,0.208106956,0.009871934,0.201045000,0.215168912,14.357002212,7.506718587,8.987019230,19.726985194,29.425676253,0.093667840,29.358670316,29.492682189,12.559621608,0.314291815,12.334790788,12.784452428
pred_error,med,tetris,20,10,12.433000000,0.367273740,12.170268194,12.695731806,4.972813324,2.056648632,3.501575522,6.444051127,1.043613215,0.501252180,0.685039006,1.402187424,33.550000000,21.452078376,18.204107586,48.895892414,0.764209628,0.023235320,0.747588081,0.780831174,0.850800254,0.017946805,0.837961883,0.863638625,0.207511383,0.009557496,0.200674362,0.214348403,15.734258511,7.460422041,10.397394082,21.071122940,29.127156248,0.112284452,29.046832790,29.207479707,12.509718629,0.296393838,12.297691250,12.721746007
ram_heavy,high,binpack,20,10,22.535000000,0.706984991,22.029253404,23.040746596,16.573662981,1.973063797,15.162218168,17.985107794,5.580710012,0.773387232,5.027462115,6.133957910,315.750000000,41.558025031,286.021179797,345.478820203,0.655004848,0.015088811,0.644210963,0.665798733,0.564061385,0.021710191,0.548530850,0.579591920,0.909075110,0.004931885,0.905547052,0.912603168,147.253265058,24.598991794,129.656206399,164.850323717,27.987541432,0.131427114,27.893524139,28.081558725,22.317981261,0.713635627,21.807477087,22.828485436
ram_heavy,high,hybrid,20,10,22.641000000,0.760488878,22.096979029,23.185020971,16.966575289,1.966532298,15.559802829,18.373347750,5.454848023,0.757624783,4.912875902,5.996820143,311.450000000,41.129504144,282.027725172,340.872274828,0.658005363,0.015061643,0.647230913,0.668779814,0.564571261,0.022721581,0.548317221,0.580825301,0.910142908,0.004866261,0.906661794,0.913624021,143.746921022,23.923599078,126.633009207,160.860832838,28.622685071,0.106124580,28.546768119,28.698602022,22.330639491,0.698195994,21.831180165,22.830098817
ram_heavy,high,spread,20,10,22.593000000,0.731057833,22.070032730,23.115967270,16.841650346,2.067721528,15.362491472,18.320809221,5.492833900,0.728475261,4.971714091,6.013953709,312.350000000,41.022385488,283.004353243,341.695646757,0.656637085,0.014482312,0.646277063,0.666997107,0.565275678,0.021826060,0.549662255,0.580889101,0.909640980,0.005104914,0.905989145,0.913292815,144.840083314,23.344375784,128.140522882,161.539643747,29.724303420,0.042991213,29.693549358,29.755057481,22.318045316,0.722330557,21.801321164,22.834769468
ram_heavy,high,tetris,20,10,22.649000000,0.739135381,22.120254401,23.177745599,16.935290617,1.838952221,15.619783446,18.250797787,5.438262381,0.757788175,4.896173377,5.980351385,311.350000000,43.301943759,280.373655491,342.326344509,0.658209436,0.015865905,0.646859651,0.669559221,0.565353134,0.022415141,0.549318308,0.581387960,0.910081072,0.004486011,0.906871973,0.913290171,143.048655087,23.661030308,126.122573654,159.974736520,29.170790096,0.115420119,29.088223517,29.253356675,22.313513700,0.704814913,21.809319485,22.817707915
ram_heavy,low,binpack,20,10,14.854000000,0.824394727,14.264263538,15.443736462,0.000000000,0.000000000,0.000000000,0.000000000,0.000054557,0.000172526,-0.000068860,0.000177975,0.000000000,0.000000000,0.000000000,0.000000000,0.800980488,0.008687258,0.794765997,0.807194978,0.379447495,0.022901224,0.363064946,0.395830044,0.632932244,0.022439804,0.616879775,0.648984713,0.001203537,0.003805918,-0.001519053,0.003926127,21.997809658,0.535255876,21.614910670,22.380708645,15.097162414,0.831816804,14.502116519,15.692208309
ram_heavy,low,hybrid,20,10,14.854000000,0.824394727,14.264263538,15.443736462,0.000000000,0.000000000,0.000000000,0.000000000,0.000284470,0.000899574,-0.000359046,0.000927987,0.000000000,0.000000000,0.000000000,0.000000000,0.800980488,0.008687258,0.794765997,0.807194978,0.379447055,0.022900318,0.363065154,0.395828956,0.632931187,0.022437585,0.616880306,0.648982069,0.006252746,0.019772920,-0.007891948,0.020397441,26.245146999,0.427820977,25.939102309,26.551191690,15.097162414,0.831816804,14.502116519,15.692208309
ram_heavy,low,spread,20,10,14.854000000,0.824394727,14.264263538,15.443736462,0.000000000,0.000000000,0.000000000,0.000000000,0.000122344,0.000386885,-0.000154417,0.000399104,0.000000000,0.000000000,0.000000000,0.000000000,0.800980488,0.008687258,0.794765997,0.807194978,0.379446954,0.022900110,0.363065202,0.395828706,0.632930945,0.022437077,0.616880427,0.648981463,0.002671035,0.008446555,-0.003371266,0.008713337,29.483124585,0.092186950,29.417178014,29.549071157,15.097162414,0.831816804,14.502116519,15.692208309
ram_heavy,low,tetris,20,10,14.854000000,0.824394727,14.264263538,15.443736462,0.000000000,0.000000000,0.000000000,0.000000000,0.000166358,0.000526071,-0.000209970,0.000542687,0.000000000,0.000000000,0.000000000,0.000000000,0.800980488,0.008687258,0.794765997,0.807194978,0.379445755,0.022897643,0.363065768,0.395825742,0.632928067,0.022431036,0.616881871,0.648974264,0.003580268,0.011321802,-0.004518861,0.011679398,27.983669897,0.301986067,27.767642079,28.199697716,15.097162414,0.831816804,14.502116519,15.692208309
ram_heavy,med,binpack,20,10,20.697000000,0.722496444,20.180157179,21.213842821,2.585117033,2.183080481,1.023435334,4.146798731,0.579783422,0.378058264,0.309336832,0.850230012,30.050000000,23.635484152,13.142193186,46.957806814,0.782043924,0.014193246,0.771890688,0.792197161,0.526397600,0.022728579,0.510138554,0.542656646,0.873635724,0.013686214,0.863845196,0.883426252,14.976146895,10.183456275,7.691341122,22.260952668,27.324720923,0.266106407,27.134359867,27.515081979,20.968816287,0.607307003,20.534375028,21.403257545
ram_heavy,med,hybrid,20,10,20.676000000,0.743254106,20.144308042,21.207691958,2.722655948,2.107200763,1.215255330,4.230056566,0.604450578,0.365118151,0.343260788,0.865640369,31.600000000,22.745939809,15.328534876,47.871465124,0.781209343,0.013797290,0.771339357,0.791079330,0.525594429,0.022991847,0.509147053,0.542041806,0.871980880,0.013718600,0.862167185,0.881794576,15.525575483,9.796770768,8.517387858,22.533763108,28.232991637,0.148340531,28.126875214,28.339108060,20.944433631,0.648880559,20.480252442,21.408614820
ram_heavy,med,spread,20,10,20.670000000,0.721202699,20.154082669,21.185917331,2.760953163,2.128109226,1.238595532,4.283310794,0.606026969,0.380406975,0.333900213,0.878153726,31.400000000,23.898860968,14.303784762,48.496215238,0.781013580,0.014355004,0.770744629,0.791282532,0.525686271,0.022730724,0.509425691,0.541946852,0.872198655,0.013511327,0.862533234,0.881864076,15.598130864,10.220362606,8.286923892,22.909337835,29.637742838,0.060764130,29.594274798,29.681210878,20.921669432,0.617940470,20.479621449,21.363717415
ram_heavy,med,tetris,20,10,20.651000000,0.737118263,20.123697360,21.178302640,2.874847203,2.194729979,1.304831956,4.444862450,0.620096389,0.368341111,0.356601032,0.883591746,32.550000000,21.932282143,16.860590506,48.239409494,0.780249888,0.013856211,0.770337752,0.790162024,0.525349470,0.022671917,0.509130957,0.541567982,0.871228956,0.013407369,0.861637902,0.880820010,15.911977813,9.879213938,8.844813897,22.979141728,28.944248021,0.130046708,28.851218210,29.037277832,20.899613724,0.647738820,20.436249286,21.362978162
tiny_large,high,binpack,20,10,27.171000000,0.723931396,26.653130676,27.688869324,14.037304693,2.009987397,12.599446328,15.475163059,4.066675143,0.835645601,3.468890292,4.664459995,260.950000000,49.299791525,225.683053670,296.216946330,0.690905992,0.018341281,0.677785430,0.704026553,0.913416724,0.007068555,0.908360184,0.918473263,0.583104619,0.024100063,0.565864472,0.600344765,129.538647595,28.966436061,108.817307518,150.259987672,27.923608017,0.199856982,27.780638945,28.066577090,25.405651073,0.566082554,25.000700008,25.810602138
tiny_large,high,hybrid,20,10,27.307000000,0.775199616,26.752455601,27.861544399,14.242243548,1.912081152,12.874423091,15.610064005,3.912530801,0.809483959,3.333460861,4.491600741,255.500000000,49.502525188,220.088026745,290.911973255,0.694331486,0.018531209,0.681075058,0.707587914,0.914311924,0.007335507,0.909064419,0.919559430,0.585014528,0.025702087,0.566628362,0.603400693,123.877376936,27.786244916,104.000294745,143.754459127,28.806573457,0.093224569,28.739884618,28.873262296,25.408976469,0.530202372,25.029692541,25.788260397
tiny_large,high,spread,20,10,27.264000000,0.769013798,26.713880668,27.814119332,14.285694638,2.205751209,12.707795278,15.863593998,3.958339657,0.794460758,3.390016667,4.526662646,257.400000000,47.672959958,223.296818867,291.503181133,0.693276520,0.018227601,0.680237280,0.706315761,0.913896528,0.007350868,0.908638034,0.919155022,0.584308715,0.024730041,0.566617910,0.601999521,125.665673621,27.661455764,105.877860212,145.453487030,29.756642753,0.039717465,29.728230590,29.785054915,25.394509327,0.503821139,25.034097396,25.754921258
tiny_large,high,tetris,20,10,27.432000000,0.730552302,26.909394365,27.954605635,14.485506650,1.725180664,13.251386749,15.719626552,3.788781641,0.826575965,3.197484816,4.380078466,248.250000000,52.313292341,210.827325051,285.672674949,0.697557756,0.018891418,0.684043650,0.711071862,0.913824336,0.007630516,0.908365793,0.919282879,0.587009760,0.026797907,0.567839692,0.606179828,119.535085330,28.584727657,99.086802996,139.983367664,29.273908667,0.088588325,29.210536397,29.337280937,25.342564501,0.497770939,24.986480623,25.698648380
tiny_large,low,binpack,20,10,17.001000000,0.583732245,16.583423108,17.418576892,0.000000000,0.000000000,0.000000000,0.000000000,0.000038662,0.000122261,-0.000048798,0.000126123,0.000000000,0.000000000,0.000000000,0.000000000,0.800014027,0.014057560,0.789957854,0.810070200,0.633835908,0.021941495,0.618139908,0.649531908,0.372134213,0.013345822,0.362587187,0.381681239,0.000864865,0.002734942,-0.001091595,0.002821325,21.923387114,0.637166429,21.467585709,22.379188519,17.308715910,0.613886159,16.869568207,17.747863614
tiny_large,low,hybrid,20,10,17.001000000,0.583732245,16.583423108,17.418576892,0.000000000,0.000000000,0.000000000,0.000000000,0.000315299,0.000997062,-0.000397956,0.001028554,0.000000000,0.000000000,0.000000000,0.000000000,0.800014027,0.014057560,0.789957854,0.810070200,0.633835908,0.021941495,0.618139908,0.649531908,0.372134213,0.013345822,0.362587187,0.381681239,0.007042115,0.022269124,-0.008888256,0.022972487,27.258446541,0.390297755,26.979244347,27.537648735,17.308715910,0.613886159,16.869568207,17.747863614
tiny_large,low,spread,20,10,17.001000000,0.583732245,16.583423108,17.418576892,0.000000000,0.000000000,0.000000000,0.000000000,0.000262891,0.000831333,-0.000331809,0.000857591,0.000000000,0.000000000,0.000000000,0.000000000,0.800014027,0.014057560,0.789957854,0.810070200,0.633835908,0.021941495,0.618139908,0.649531908,0.372134213,0.013345822,0.362587187,0.381681239,0.005872167,0.018569422,-0.007411597,0.019155931,29.557116089,0.073711649,29.504385952,29.609846226,17.308715910,0.613886159,16.869568207,17.747863614
tiny_large,low,tetris,20,10,17.001000000,0.583732245,16.583423108,17.418576892,0.000000000,0.000000000,0.000000000,0.000000000,0.000291819,0.000922812,-0.000368321,0.000951959,0.000000000,0.000000000,0.000000000,0.000000000,0.800014027,0.014057560,0.789957854,0.810070200,0.633835908,0.021941495,0.618139908,0.649531908,0.372134213,0.013345822,0.362587187,0.381681239,0.006509100,0.020583580,-0.008215507,0.021233706,28.612700543,0.165688814,28.494173905,28.731227180,17.308715910,0.613886159,16.869568207,17.747863614
tiny_large,med,binpack,20,10,23.834000000,0.693993276,23.337547118,24.330452882,2.208549750,1.259892761,1.307276763,3.109822738,0.384097546,0.245391715,0.208554888,0.559640204,17.600000000,13.641847382,7.841210265,27.358789735,0.789238047,0.011088331,0.781305933,0.797170162,0.872493973,0.016571651,0.860639328,0.884348618,0.520098988,0.020182725,0.505661137,0.534536840,11.277841007,7.441230975,5.954705040,16.600976974,27.289651403,0.339822320,27.046557159,27.532745646,23.834877601,0.661300708,23.361811573,24.307943629
tiny_large,med,hybrid,20,10,23.787000000,0.698316229,23.287454663,24.286545337,2.657622301,1.228558817,1.778764267,3.536480334,0.433204577,0.232894338,0.266602004,0.599807150,20.750000000,12.277463546,11.967231665,29.532768335,0.787663329,0.010864946,0.779891015,0.795435644,0.866942332,0.016677622,0.855011880,0.878872784,0.518456164,0.020615864,0.503708463,0.533203865,12.601575512,7.031640802,7.571442704,17.631708320,28.526730703,0.225015180,28.365764540,28.687696866,23.691599206,0.671647685,23.211131396,24.172067015
tiny_large,med,spread,20,10,23.802000000,0.701566501,23.300129558,24.303870442,2.399922437,1.236890837,1.515104034,3.284740839,0.405387746,0.236007639,0.236558052,0.574217440,19.050000000,12.468738687,10.130401672,27.969598328,0.788178401,0.010923378,0.780364287,0.795992516,0.869939281,0.016547959,0.858101584,0.881776977,0.519686599,0.020003978,0.505376615,0.533996583,11.847609215,7.169527982,6.718837861,16.976380570,29.685796994,0.055413754,29.646156383,29.725437606,23.731643041,0.702024856,23.229444712,24.233841371
tiny_large,med,tetris,20,10,23.766000000,0.708616806,23.259086074,24.272913926,2.652626030,1.153138879,1.827720169,3.477531890,0.450666494,0.232015301,0.284692746,0.616640243,22.700000000,12.563615898,13.712530603,31.687469397,0.786970479,0.010878774,0.779188273,0.794752685,0.864785449,0.015824992,0.853464932,0.876105967,0.518602035,0.020196571,0.504154278,0.533049792,13.053281895,6.993710846,8.050282543,18.056281247,29.080981072,0.131656715,28.986799532,29.175162613,23.584098535,0.665229905,23.108221728,24.059975342
