family,cluster,load,policy,n,mean_delta,ci95_low,ci95_high,wins,losses
pred_error,homog,med,d2_capacity_nomad_ff,10,0.00000,0.00000,0.00000,0,0
pred_error,homog,med,ff_only_cheap,10,0.00000,0.00000,0.00000,0,0
pred_error,homog,med,hybrid,10,0.00000,0.00000,0.00000,0,0
pred_error,homog,med,spread,10,0.00000,0.00000,0.00000,0,0
pred_error,homog,med,tetris,10,0.00000,0.00000,0.00000,0,0
pred_error,homog,med,wmatch,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,high,balance,10,0.01269,0.00625,0.01913,9,1
ram_heavy,hetero,high,d1_cheap,10,0.03213,0.02127,0.04300,10,0
ram_heavy,hetero,high,d1_cheap_nomad_ff,10,0.00210,-0.00149,0.00568,5,2
ram_heavy,hetero,high,d2_capacity,10,0.03326,0.02329,0.04322,10,0
ram_heavy,hetero,high,d2_capacity_nomad_ff,10,-0.00042,-0.00587,0.00503,3,3
ram_heavy,hetero,high,ff_only_cheap,10,0.00210,-0.00149,0.00568,5,2
ram_heavy,hetero,high,hybrid,10,0.03431,0.02229,0.04633,10,0
ram_heavy,hetero,high,spread,10,0.01765,0.00568,0.02962,9,1
ram_heavy,hetero,high,tetris,10,0.03279,0.02050,0.04508,10,0
ram_heavy,hetero,high,wmatch,10,0.00189,-0.00654,0.01033,3,3
ram_heavy,hetero,low,balance,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,low,d1_cheap,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,low,d1_cheap_nomad_ff,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,low,d2_capacity,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,low,d2_capacity_nomad_ff,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,low,ff_only_cheap,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,low,hybrid,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,low,spread,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,low,tetris,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,low,wmatch,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,med,balance,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,med,d1_cheap,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,med,d1_cheap_nomad_ff,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,med,d2_capacity,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,med,d2_capacity_nomad_ff,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,med,ff_only_cheap,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,med,hybrid,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,med,spread,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,med,tetris,10,0.00000,0.00000,0.00000,0,0
ram_heavy,hetero,med,wmatch,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,high,balance,10,0.00211,-0.00107,0.00528,5,2
ram_heavy,homog,high,d1_cheap,10,0.01439,0.00775,0.02102,9,1
ram_heavy,homog,high,d1_cheap_nomad_ff,10,0.00140,-0.00102,0.00383,3,1
ram_heavy,homog,high,d2_capacity,10,0.01509,0.01006,0.02011,9,0
ram_heavy,homog,high,d2_capacity_nomad_ff,10,0.00105,-0.00230,0.00441,3,3
ram_heavy,homog,high,ff_only_cheap,10,0.00140,-0.00102,0.00383,3,1
ram_heavy,homog,high,hybrid,10,0.01368,0.00607,0.02130,8,1
ram_heavy,homog,high,spread,10,0.00386,-0.00234,0.01006,6,3
ram_heavy,homog,high,tetris,10,0.00947,0.00218,0.01677,8,1
ram_heavy,homog,high,wmatch,10,0.00070,-0.00281,0.00421,2,2
ram_heavy,homog,low,balance,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,low,d1_cheap,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,low,d1_cheap_nomad_ff,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,low,d2_capacity,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,low,d2_capacity_nomad_ff,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,low,ff_only_cheap,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,low,hybrid,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,low,spread,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,low,tetris,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,low,wmatch,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,med,balance,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,med,d1_cheap,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,med,d1_cheap_nomad_ff,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,med,d2_capacity,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,med,d2_capacity_nomad_ff,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,med,ff_only_cheap,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,med,hybrid,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,med,spread,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,med,tetris,10,0.00000,0.00000,0.00000,0,0
ram_heavy,homog,med,wmatch,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,high,balance,10,0.02025,0.01141,0.02909,9,1
tiny_large,hetero,high,d1_cheap,10,0.06314,0.04522,0.08106,10,0
tiny_large,hetero,high,d1_cheap_nomad_ff,10,-0.00016,-0.00421,0.00389,3,3
tiny_large,hetero,high,d2_capacity,10,0.06319,0.04394,0.08244,10,0
tiny_large,hetero,high,d2_capacity_nomad_ff,10,-0.00315,-0.01168,0.00538,4,4
tiny_large,hetero,high,ff_only_cheap,10,-0.00016,-0.00421,0.00389,3,3
tiny_large,hetero,high,hybrid,10,0.06171,0.04397,0.07946,10,0
tiny_large,hetero,high,spread,10,0.04860,0.03291,0.06430,9,0
tiny_large,hetero,high,tetris,10,0.06831,0.05324,0.08339,10,0
tiny_large,hetero,high,wmatch,10,0.00325,-0.00246,0.00897,5,2
tiny_large,hetero,low,balance,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,low,d1_cheap,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,low,d1_cheap_nomad_ff,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,low,d2_capacity,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,low,d2_capacity_nomad_ff,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,low,ff_only_cheap,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,low,hybrid,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,low,spread,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,low,tetris,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,low,wmatch,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,med,balance,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,med,d1_cheap,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,med,d1_cheap_nomad_ff,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,med,d2_capacity,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,med,d2_capacity_nomad_ff,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,med,ff_only_cheap,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,med,hybrid,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,med,spread,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,med,tetris,10,0.00000,0.00000,0.00000,0,0
tiny_large,hetero,med,wmatch,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,high,balance,10,0.00841,0.00051,0.01630,6,1
tiny_large,homog,high,d1_cheap,10,0.03724,0.02919,0.04529,10,0
tiny_large,homog,high,d1_cheap_nomad_ff,10,0.00300,-0.00185,0.00786,4,1
tiny_large,homog,high,d2_capacity,10,0.03994,0.03270,0.04717,10,0
tiny_large,homog,high,d2_capacity_nomad_ff,10,0.00330,-0.00219,0.00880,4,1
tiny_large,homog,high,ff_only_cheap,10,0.00300,-0.00185,0.00786,4,1
tiny_large,homog,high,hybrid,10,0.03994,0.03171,0.04817,10,0
tiny_large,homog,high,spread,10,0.00420,-0.00861,0.01702,6,3
tiny_large,homog,high,tetris,10,0.04745,0.03775,0.05715,10,0
tiny_large,homog,high,wmatch,10,-0.00030,-0.00098,0.00038,0,1
tiny_large,homog,low,balance,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,low,d1_cheap,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,low,d1_cheap_nomad_ff,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,low,d2_capacity,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,low,d2_capacity_nomad_ff,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,low,ff_only_cheap,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,low,hybrid,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,low,spread,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,low,tetris,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,low,wmatch,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,med,balance,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,med,d1_cheap,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,med,d1_cheap_nomad_ff,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,med,d2_capacity,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,med,d2_capacity_nomad_ff,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,med,ff_only_cheap,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,med,hybrid,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,med,spread,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,med,tetris,10,0.00000,0.00000,0.00000,0,0
tiny_large,homog,med,wmatch,10,0.00000,0.00000,0.00000,0,0
