split,family,cluster_config,load,policy,seed,target_rho,realized_rho_cpu,realized_rho_ram,realized_rho,arrival_rate,observation_horizon,duration_min,duration_max,submitted,feasible_jobs,permanently_infeasible,started_by_horizon,completed_by_horizon,running_at_horizon,queued_at_horizon,admission_ratio_horizon,completion_ratio_horizon,throughput_horizon,mean_wait_time,p95_wait_time,mean_turnaround_time,p95_turnaround_time,mean_slowdown,p95_slowdown,time_weighted_cpu_utilization,time_weighted_ram_utilization,time_weighted_queue_length,time_weighted_active_nodes,horizon_active_nodes,horizon_cpu_utilization,horizon_ram_utilization,horizon_free_imbalance,makespan,drained_throughput,params
tune,balanced,homog,low,binpack,0,0.7,0.6781364867457462,0.4068818920474478,0.6781364867457462,16.128,50.0,8.0,12.0,777,777,0,777,629,148,0,1.0,0.8095238095238095,12.58,0.0,0.0,10.069739682008287,11.841006392266266,1.0,1.0000000000000004,0.6147456838339287,0.36884741030035734,0.0,20.6969722243432,21,0.6293402777777778,0.3776041666666667,0.2517361111111111,61.22151904347892,12.691615826261714,{}
tune,balanced,homog,low,binpack,1,0.7,0.744437779663352,0.4466626677980112,0.744437779663352,16.128,50.0,8.0,12.0,860,860,0,860,685,175,0,1.0,0.7965116279069767,13.7,0.0,0.0,9.963272479293444,11.755197770319896,1.0,1.0000000000000004,0.6673193746875742,0.4003916248125442,0.0,22.362846594799905,25,0.751736111111111,0.4510416666666667,0.3006944444444445,61.218386369469634,14.048067108624291,{}
tune,balanced,homog,low,binpack,2,0.7,0.6951739922715086,0.4171043953629051,0.6951739922715086,16.128,50.0,8.0,12.0,801,801,0,801,627,174,0,1.0,0.7827715355805244,12.54,0.0,0.0,9.984937097701621,11.75441557136871,1.0,1.0000000000000004,0.6193791316394072,0.3716274789836443,0.0,20.938708653267486,24,0.75,0.45,0.3,61.19119820020023,13.090117918256075,{}
tune,balanced,homog,low,binpack,3,0.7,0.6946973506031504,0.4168184103618902,0.6946973506031504,16.128,50.0,8.0,12.0,798,798,0,798,644,154,0,1.0,0.8070175438596491,12.88,0.0,0.0,10.019659712022875,11.83551436194297,1.0,1.0000000000000002,0.6246596530065552,0.37479579180393346,0.0,21.254113310021012,21,0.634548611111111,0.3807291666666667,0.25381944444444443,61.2302161421334,13.032781039799149,{}
tune,balanced,homog,low,binpack,4,0.7,0.6989281305470866,0.4193568783282519,0.6989281305470866,16.128,50.0,8.0,12.0,805,805,0,805,658,147,0,1.0,0.8173913043478261,13.16,0.0,0.0,9.988578199132247,11.813511295519264,1.0,1.0000000000000004,0.6382149680401097,0.3829289808240667,0.0,21.649789081378767,23,0.6223958333333334,0.3734375,0.24895833333333334,60.82125416360061,13.235504776581282,{}
tune,balanced,homog,low,binpack,5,0.7,0.7426922277684548,0.44561533666107284,0.7426922277684548,16.128,50.0,8.0,12.0,849,849,0,849,656,193,0,1.0,0.7726737338044759,13.12,0.0,0.0,10.079362385220529,11.836420916917064,1.0,1.0000000000000004,0.6567235288708713,0.394034117322523,0.0,21.238452373388892,27,0.8272569444444444,0.49635416666666665,0.3309027777777778,61.38054721681969,13.83174374449621,{}
tune,balanced,homog,low,binpack,6,0.7,0.686663577393827,0.41199814643629623,0.686663577393827,16.128,50.0,8.0,12.0,794,794,0,794,648,146,0,1.0,0.8161209068010076,12.96,0.0,0.0,9.940081302942259,11.810687061642074,1.0,1.0000000000000004,0.62323327667136,0.3739399660028158,0.0,21.32597307998458,21,0.607638888888889,0.3645833333333333,0.24305555555555555,61.220644067933776,12.969481325922253,{}
tune,balanced,homog,low,binpack,7,0.7,0.7089694750330311,0.42538168501981866,0.7089694750330311,16.128,50.0,8.0,12.0,815,815,0,815,642,173,0,1.0,0.7877300613496933,12.84,0.0,0.0,10.012689936717218,11.812167550430807,1.0,1.0000000000000002,0.6327695129249487,0.379661707754969,0.0,21.320993001752434,23,0.724826388888889,0.4348958333333333,0.2899305555555555,61.41478295434365,13.27042058596672,{}
tune,balanced,homog,low,binpack,8,0.7,0.7138293849664169,0.42829763097985013,0.7138293849664169,16.128,50.0,8.0,12.0,822,822,0,822,646,176,0,1.0,0.7858880778588808,12.92,0.0,0.0,10.00654726967646,11.800302663922999,1.0,1.0000000000000004,0.6369817118485507,0.38218902710913033,0.0,21.077321698468012,24,0.7456597222222222,0.4473958333333333,0.29826388888888894,61.06273026183202,13.461566432999815,{}
tune,balanced,homog,low,binpack,9,0.7,0.7591212830553442,0.4554727698332065,0.7591212830553442,16.128,50.0,8.0,12.0,874,874,0,874,699,175,0,1.0,0.799771167048055,13.98,0.0,0.0,10.018494447428187,11.84256633935601,1.0,1.0000000000000002,0.6882131352242036,0.41292788113452256,0.0,22.82118259276467,25,0.7309027777777778,0.43854166666666666,0.2923611111111111,60.890236006421425,14.353697034575935,{}
